key,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,Los Angeles Metropolitan Area,S.F. Bay Area,Inland Empire
2-06,534400,663950,318750,318750,384615,614850,0,0,289351,232142,352083,286910,257692,314286,537774,0,945312,316667,431250,342307,450000,700000,661290,473809,741135,467762,0,416125,378674,600000,341273,608766,855603,389859,601415,850000,770833,764000,712000,283107,225000,472471,588190,364676,,0,249305,334000,684071,0,0,526395,683040,378514
3-06,562130,663640,350000,337805,404545,640450,0,0,306936,254167,343421,290000,268055,283823,521676,0,1007576,410000,442857,305882,791667,685000,687499,476315,747820,497008,0,424531,376006,600000,346600,607368,886764,407527,607142,875000,724999,760000,742565,314925,262500,476509,619897,355696,,0,266818,345312,678850,0,0,531745,700830,386735
4-06,562820,686820,369230,323684,427778,631360,0,0,298518,243749,321875,281000,238749,344736,526407,0,985074,350000,397058,327659,781250,679000,696808,466666,749125,477221,0,415180,374356,632500,349466,601067,907966,408951,603723,885000,798387,770000,743000,294444,221875,483593,639217,361132,326923,0,245338,330000,681188,0,265000,527133,717010,383508
5-06,563860,682690,412500,327631,354999,652050,0,0,297058,291666,339189,293000,242045,297726,503127,0,954999,400000,430000,329166,791667,685000,661458,453846,746768,480113,0,425142,381921,635000,345882,622378,928191,414383,572368,900000,706730,795000,752500,309836,237499,479860,645555,359195,300000,0,261585,367241,688443,0,310000,528347,724420,384733
6-06,575850,685580,357142,357777,423333,671320,0,0,313506,291666,321428,299925,260714,348333,558069,0,1052778,300000,416667,324359,500000,685000,691489,476086,749697,478076,0,431713,384244,623950,347955,615632,900442,426829,614583,925000,858871,813000,762000,308621,250000,492799,638319,359274,319117,0,262745,398275,707686,0,256250,537500,735410,389378
7-06,567860,677310,362499,336842,412500,657420,0,0,297841,212500,326785,295000,266666,334615,576557,0,950892,400000,428571,325926,625000,659000,710226,452777,731386,487244,0,421806,377765,584900,348463,611997,899725,408943,578846,865500,681817,800000,772500,302778,275000,480952,633426,357575,294564,0,256500,347058,705257,0,307143,537341,729440,385350
8-06,577300,673460,367646,317021,395454,643320,0,0,292856,239285,299037,285000,263235,320000,582953,0,967187,412500,392856,266666,625000,665000,729166,411364,727182,467326,0,426626,378177,599900,350288,598580,861111,395613,603723,850000,825521,765750,765000,292441,262500,469202,612222,356599,297413,0,252315,397726,710906,0,277083,532783,709550,388313
9-06,557150,659110,350000,344594,359374,620700,0,0,290674,234999,321666,298761,243268,289999,625043,0,926339,366666,442307,310000,625000,679000,651595,454999,721582,454347,0,422759,369404,574500,343122,593905,864361,404054,577957,829000,671874,769105,748250,305454,266666,472684,617268,364937,285416,0,250000,368181,686728,0,260714,530233,694130,382552
10-06,552020,658650,387499,320513,386363,605630,0,0,288167,200000,340000,276000,235937,281578,562802,0,958333,350000,435000,294999,750000,659000,664062,428125,708692,451190,0,408086,366945,592500,342548,574527,876524,400649,568965,850000,840116,775000,756000,281110,240384,478999,585691,359828,304167,0,242691,359090,671328,0,253125,529130,698510,377405
11-06,555280,643840,363636,297999,389999,632100,0,0,282236,260714,298809,279900,256944,315625,556528,0,941964,350000,440909,316667,750000,660000,679347,454761,720943,456666,0,413808,365118,570000,345736,578125,872058,392721,546428,878000,565217,769999,717000,283783,237499,465624,615517,361436,282999,0,236249,341666,663762,0,250000,540172,698770,380746
12-06,569560,659040,325000,307407,360714,602650,0,0,283870,275000,330488,280500,254167,289583,585447,0,934090,450000,435000,287499,625000,656000,619186,464999,714820,441379,0,427333,363170,599900,335612,585974,849719,398794,554924,829000,679347,735000,710500,287194,265625,457954,614884,364204,277272,0,252717,332608,670833,0,247058,535145,685720,384247
1-07,551220,651220,327778,292104,361111,624340,0,0,289999,275000,320833,276000,236363,275000,555713,0,987499,300000,442857,282692,750000,664000,654166,455555,709692,440196,0,406405,359911,595000,343873,581775,834183,377118,603365,850000,789773,738000,705000,267307,225000,462962,584635,354545,283333,0,236805,326666,664402,0,225000,521545,683400,378739
2-07,554280,655090,333333,317187,489999,634520,0,0,286206,312500,316000,282000,253571,303846,534759,0,963414,425000,391666,280999,875000,650000,685184,415384,723815,454838,0,422695,374109,591500,322066,593685,888297,384615,574074,860000,794643,788000,720000,289285,235714,446491,589285,355555,277499,0,233783,342857,680692,0,279999,541005,703120,382167
3-07,582930,684310,334375,326923,350000,649460,0,0,280813,233333,335000,278500,253125,337500,552287,0,1015625,325000,493749,267500,750000,664500,705882,428571,730381,461594,0,423302,362999,595000,332978,605946,902083,380611,567073,912500,852564,829000,758000,299443,264285,446835,590764,341851,298332,0,243332,329629,672548,0,257692,568528,725650,384366
4-07,594110,692900,350000,322916,387499,669980,0,0,286339,218750,320000,275000,254167,295832,563330,0,1115853,330000,391666,276923,825000,760000,722221,457692,763841,461999,0,419231,361882,589975,339451,610973,926369,380603,606418,975000,755682,865000,776250,286734,250000,448507,608739,344480,293749,0,241666,358620,691706,0,260714,574387,777360,383710
5-07,594530,709420,366666,297916,396428,698420,0,0,293154,233333,307812,272009,243749,325000,544858,0,1032895,362499,435000,273214,1125000,695000,659090,471153,740400,445977,0,424242,356104,627500,340316,612369,972014,363982,584876,950000,875000,855000,779000,281395,257143,458695,616438,351041,283035,0,253333,352499,699481,0,262500,578705,789250,385426
6-07,591280,694780,364285,326250,369999,683200,0,0,279901,250000,331250,285000,239705,271153,591741,0,1149390,350000,516667,284999,708333,719000,696428,440000,775424,455882,0,416084,351617,627500,328469,619181,950703,370939,617256,990000,814815,865000,761000,276595,253125,438571,629058,344520,278999,0,231538,359999,692731,0,252778,576318,784310,382277
7-07,587560,696330,314286,323684,331818,685650,0,0,286494,300000,330000,273000,232812,286538,610196,0,984154,350000,553571,285714,450000,685000,704545,434210,740195,451973,0,402222,346217,532000,310513,601731,935897,371559,596519,1002000,878124,852500,777500,290277,271875,446825,596456,336324,291666,0,238725,357692,682926,0,235714,572568,779210,368435
8-07,588670,703180,333333,293548,379166,649860,0,0,271067,241666,312963,270000,231666,243749,618652,0,1064285,474999,431250,250000,583333,777000,673386,389654,740541,431060,0,402041,332509,560000,311962,595070,943548,352475,602083,945000,805555,850000,780000,264102,207143,417347,597826,326259,274166,0,235937,339130,669871,0,244999,560203,757560,367805
9-07,535760,662560,294999,294230,342857,600960,0,0,271774,225000,340384,260000,233928,280555,625812,0,1019231,350000,380768,241176,750000,672950,572368,437500,714887,426613,0,381867,325550,525000,287499,560844,891826,0,533333,908717,721153,845000,702500,264423,225000,407692,580592,0,276666,0,228723,340625,681817,0,237499,517187,724070,349628
10-07,501730,658420,325000,288749,370833,569890,0,0,257246,200000,308696,254500,213889,234999,518300,0,1023809,383333,450000,241176,500000,620000,640624,425000,699012,410484,0,361872,309362,450000,284848,539062,913043,0,584302,1020000,786765,865000,732500,255263,209091,379629,527397,0,267187,193333,231249,326316,650568,0,231818,476963,738870,336130
11-07,490511,659550,331818,296874,346153,530900,0,0,249602,200000,302174,247450,229411,232499,483778,0,1039773,350000,400000,241249,1000000,590000,618750,434615,695312,381176,0,347857,299237,417000,298234,535776,953124,0,462857,900000,742187,850500,727500,257143,245832,371428,503846,0,243749,237499,219736,308333,623511,0,231249,465981,721430,329176
12-07,480820,616220,283333,297058,364999,491180,0,0,264179,300000,307692,240000,229999,247221,505577,0,951922,300000,369999,225000,625000,584500,557692,407692,656441,375280,0,345597,285139,417000,258437,495497,856770,0,534375,875000,493749,797000,729000,248570,255000,372656,477083,0,232692,244999,211029,294999,604729,0,215384,455072,667380,318780
1-08,427200,561360,259375,303125,291666,476610,0,0,239285,194999,291666,230000,222916,217857,464335,247726,1062500,300000,406250,220312,708333,505000,500000,395454,630656,363767,0,320159,258230,411000,257647,482417,921296,0,556451,875000,508929,750000,606000,239999,200000,321428,510870,0,242187,190000,193529,315000,590384,0,223529,411997,627390,298497
2-08,418260,556300,289999,271875,357142,432890,0,0,242957,225000,317500,235000,210000,215000,442892,275000,964285,562500,294999,200000,583333,500000,569444,384999,621982,360848,0,315052,258680,370000,233405,450707,879032,0,496153,910950,515625,780000,685000,263333,190000,338793,447435,0,235526,190000,210345,265000,520270,0,227083,417616,623310,286437
3-08,414520,569370,289999,256250,350000,397310,0,0,234510,174999,296590,220000,200000,222727,396024,250000,944444,400000,433333,204630,625000,430000,489999,392499,601890,374336,0,298186,258458,359900,232465,447500,930232,0,473529,905000,606481,810000,645618,237499,220833,341139,450000,0,227499,193333,197332,280769,504213,0,184444,390007,609690,279022
4-08,404590,537990,307143,279999,313636,385310,0,0,234302,225000,295832,209950,214062,212500,397050,226785,1029762,350000,350000,182000,791667,399900,492104,400000,592488,365579,0,291496,235942,402450,225842,442811,928977,0,464130,872500,541667,752500,675000,243103,239999,327358,450000,0,219047,188000,182353,289999,496534,0,183750,385802,589980,272019
5-08,386620,528890,266666,288461,309091,390730,0,0,214648,270833,310000,205500,202083,241666,368059,231249,1120370,275000,356249,160769,1125000,358000,494736,373683,575532,356883,0,277072,233229,335000,215000,443585,908928,0,470967,850000,428947,769650,617500,237194,218750,302500,436781,0,198749,216071,195925,306250,487790,0,196153,369129,582580,255571
6-08,373100,536310,287499,288749,316667,368260,0,0,211724,150000,312857,200000,210526,234090,386403,221875,1060345,333333,412500,166087,1062500,359900,452941,369565,563959,358999,0,269213,220633,309000,204586,418829,841101,0,505769,880750,465384,740000,610000,233107,208333,302752,407792,0,210000,174999,185333,286110,480434,0,186250,358806,560050,251116
7-08,355000,526000,300000,261363,270000,350920,0,0,200719,133333,294642,190000,226086,215625,386128,211905,1016304,350000,337500,151388,450000,324000,456818,373529,545120,354827,0,248427,219147,320000,196609,408730,876712,0,473749,794500,520161,706500,611000,237878,193333,279779,396483,0,207000,187143,190666,293749,474999,0,180667,344495,529210,233169
8-08,352730,470250,262500,272222,269444,320050,0,0,189506,170000,293332,180000,204687,218750,381736,185833,929999,250000,322222,134761,625000,302000,455882,350000,524594,346575,0,237780,220894,312500,190666,388712,854545,0,431579,787500,440000,650000,582000,231632,208333,267592,382945,0,190714,158332,173703,285293,478408,0,163333,327375,481460,222982
9-08,319310,427040,252500,251471,268750,294790,0,0,178764,225000,300000,175000,194545,190000,385269,174705,899390,325000,345000,132307,625000,280000,415909,335714,502647,339597,0,229125,195902,320250,177302,378759,788043,0,393877,752625,371428,600000,475000,210465,197999,264935,362773,0,185384,131249,166333,328571,431771,0,166470,297672,424870,212790
10-08,307210,405400,291666,256579,247499,281820,0,0,174482,173333,283333,160000,193333,196363,336764,175999,932291,316667,357142,122187,625000,285000,419047,298610,497642,325000,0,221870,196917,275000,171807,365578,748238,0,411956,713688,354166,549940,500000,213333,231249,250641,362999,0,185555,150000,170000,276666,427647,0,166923,291460,404190,205667
11-08,287880,390270,225000,268750,228124,273140,0,0,160298,105000,284374,151150,202500,186666,314305,167500,869318,262500,320000,126315,562500,275000,389473,333333,462226,321428,0,210721,184762,299950,167017,345386,747726,0,369642,659500,300000,515000,437000,211111,250000,236688,336725,0,174545,153999,158999,228846,382588,0,150909,276055,379730,196819
12-08,283060,368240,261111,255952,254167,253790,0,0,157499,170000,262500,147000,176666,164000,318075,160000,704545,325000,250000,115333,450000,255000,393477,321428,453524,318571,0,201751,181655,276950,156478,346597,711363,0,383333,600000,352173,512450,455000,205555,190000,217941,338983,0,171874,180000,143125,261111,370754,0,159090,264178,359910,186107
1-09,249960,324170,216666,247726,231249,231250,190000,329411,145200,163333,276562,126400,186250,171666,285798,170666,778409,350000,266666,114137,812500,230000,387499,316667,442168,286573,0,189903,167967,265000,138605,332195,635638,157199,388461,551000,297916,450000,450000,206579,173333,206034,326000,143587,163750,120000,131724,237499,364534,247221,150000,234821,328680,168485
2-09,245230,327370,206250,238157,229999,224620,180000,350000,133870,150000,279999,130000,160000,160000,267830,163636,702380,233333,275000,101500,625000,210000,318182,288888,456989,308088,0,184677,168100,255000,135527,332887,717390,153882,363157,562500,331250,445000,380000,206000,185000,204779,312338,138705,154444,154999,131739,234999,359632,208333,143636,239459,321110,167587
3-09,249790,316440,204167,247499,182000,225820,140000,350000,144200,140000,259375,136719,158332,164286,255665,142857,699999,218750,250000,98076,875000,217000,351351,283333,463003,292987,0,180043,168652,258500,131853,326832,703124,149534,369999,576940,296590,448750,400000,182500,190000,192285,330952,136978,147777,130000,147073,215277,364919,218750,154285,234841,326840,161501
4-09,253110,337100,186666,238888,177499,235030,275000,324390,135999,115999,275000,115000,185000,150000,252776,142000,831730,225000,262500,110000,500000,212000,350000,300000,461032,294033,0,171480,167355,250000,121685,337222,712263,147053,338889,610000,412500,465000,425000,211538,160000,185769,319583,133962,166956,153333,123077,225000,394545,234782,142500,227367,346940,153388
5-09,263440,374850,232142,242307,219444,241960,250000,334523,140000,165000,282352,125000,163333,153333,248851,126363,712499,180000,267857,98043,875000,203500,362121,320833,496268,301648,0,171673,179027,251579,120406,341666,765306,154712,367777,726500,302778,490000,452500,193333,180000,199676,352550,140879,157499,140000,131739,247916,415584,277631,149230,236781,374800,150861
6-09,274640,405260,208333,258000,243749,261840,254167,349000,140263,160000,263750,130000,171666,148571,286657,151818,835937,241666,291666,98749,687499,205000,385713,300000,522750,293499,0,178919,179938,273950,123141,362647,789352,153010,378571,756250,405882,550000,519000,190000,173999,193269,338505,139693,166666,125000,134736,221875,443846,245535,140000,246128,411590,155055
7-09,285310,397460,200000,267708,171428,278820,200000,339215,146707,171666,266304,133750,178888,160000,298719,149375,762500,180000,258333,110571,604166,230000,369642,314286,526670,299037,0,184261,181908,239000,123526,372645,786972,164269,406250,755000,428125,587000,535000,198499,166666,209066,365966,141525,161818,166666,141892,225000,456435,306098,136153,252164,433620,158218
8-09,293400,392260,214285,227631,237499,276030,212500,314286,149047,165000,265476,133000,153999,145833,310957,145000,835000,187500,218750,107586,500000,235000,337096,284615,539980,309259,0,183164,188828,272500,126704,375706,710843,160000,394564,672500,380768,555000,500000,203125,170000,210577,361792,139393,170000,160000,124762,234374,466197,247413,135384,257620,411270,158581
9-09,296610,432440,225000,245832,265000,271960,156666,294117,151086,183333,268421,130000,174999,161429,345597,138823,804166,256250,247726,113792,750000,230000,355555,294999,541089,294010,0,183497,180496,270000,129879,386046,736666,161477,413793,690000,434375,553000,534000,192222,150000,207432,352586,143111,166842,157999,131935,250000,441666,246428,157999,264023,429650,160702
10-09,297500,427180,215625,236110,207143,295440,194999,298025,152840,146666,256579,138000,156249,150000,308280,144666,769737,225000,287499,108387,450000,240000,377272,272916,526842,294999,0,186257,185891,273000,131578,378540,766827,171298,379166,702000,423077,590000,515000,188000,163750,203297,372268,147419,156470,173999,131785,212500,441743,238999,148000,269762,441150,163200
11-09,304550,431980,180000,255555,231249,304420,193333,327381,153728,145000,263043,141250,166000,156666,315397,159285,727272,212500,250000,114999,625000,245000,402381,268750,547495,317708,0,194999,185463,295000,135987,376448,815476,168421,427174,725000,435714,605000,550000,191851,180000,225949,365908,141111,170000,152499,137187,225000,435795,244999,142000,280159,453110,171794
12-09,306860,408590,160000,245237,220833,294440,150000,315789,148172,176666,242187,135000,155833,162857,332267,132142,815341,215000,262500,110624,487499,250000,364999,276666,544300,288999,0,191344,186695,260000,135938,382226,764583,171392,398809,750000,433333,560000,550000,185882,167500,222074,386915,144725,157332,145000,140750,202273,427894,253409,156249,276126,437100,170227
1-10,284600,383330,170000,250000,166000,274100,185000,325000,145965,160000,246874,127900,174999,137140,316698,140667,729166,215000,237499,96666,625000,246500,358695,256250,527477,287287,0,193687,173305,325000,134999,366778,696428,170943,383333,633500,466666,525000,495000,180909,132499,215983,365822,140175,170999,140000,134137,220833,420689,263461,145000,265303,398900,171035
2-10,278190,410230,190000,219230,193333,278350,194999,307576,152741,150000,232499,147599,165000,128181,283299,160000,782609,250000,262500,100952,1250000,255000,336842,261111,533805,287890,0,198129,176586,279540,134047,372096,692934,160588,370512,655000,380768,550000,500000,181000,165000,204297,356707,145303,162143,162500,134999,200000,451724,234999,148571,265239,416500,172226
3-10,300900,432720,186000,250000,185000,287800,190000,311956,150963,120000,270652,136000,154285,155000,290000,146000,790625,210000,294999,108080,625000,245000,351562,270454,550420,291565,0,201104,180388,275610,137585,393598,799528,167683,377680,800000,381820,590000,525000,175499,150000,211538,359047,145384,152222,132857,145143,202273,444886,260714,145000,280160,432200,177910
4-10,307000,407830,170000,238000,193333,298850,160000,311956,148230,146000,265480,136250,170000,126000,289710,145830,892360,275000,240620,115130,625000,262000,343750,263333,546050,295380,0,209530,182155,333000,138220,388480,799180,171428,403120,750000,475000,628000,557650,171330,180000,211670,365140,141892,162000,146670,132630,215000,442610,242307,163529,284060,446410,179710
5-10,327460,472370,208330,236760,191999,308330,150000,318000,157520,166666,261960,145520,178570,135000,297410,140910,838940,225000,280000,124440,666666,280000,367390,272058,555800,284090,0,213060,189113,296500,137370,391410,747023,174633,386670,740000,513890,630000,525000,189540,165000,224120,368310,150309,177999,127500,141820,218750,440370,271000,153999,305170,483800,183430
6-10,313890,474520,188000,229464,192499,326970,140000,335227,161176,106666,242856,132000,174999,146430,310871,135555,840686,225000,257143,119130,583333,274000,390322,275000,566508,285879,0,214335,194266,315000,141895,397911,848557,170549,445000,793000,468749,633000,507500,190333,170000,212832,366386,145806,171333,140000,140889,204167,450934,286249,132222,292246,479630,185130
7-10,318550,458180,200000,235710,201667,318110,150000,325581,150000,182500,250000,144700,177999,140770,331420,146666,822674,450000,239999,107780,400000,270000,391666,269117,568970,288186,0,212570,185217,265000,144627,389437,777500,169459,395348,816000,400000,630000,510000,164500,154999,212963,370429,148148,172499,100000,130789,210416,444230,239705,158749,295230,485310,183460
8-10,320860,440480,172500,243420,203125,313200,185000,290151,149880,134999,252780,142700,168570,132860,336420,142500,794120,225000,258330,121870,333333,270000,394230,293749,561900,293580,0,208120,184180,280000,144210,384700,709459,170000,369090,780000,536290,625000,514000,171180,130000,207090,378830,143098,175454,127500,138420,202778,434480,252778,131999,290490,468310,183424
9-10,309720,424770,167500,225000,172222,310840,95000,296211,155060,180000,247220,130000,167860,127500,355900,141670,797790,250000,232500,121070,500000,249950,347830,271153,557390,282594,0,209660,180680,274000,141150,388850,717672,173670,369230,685000,513890,608000,527500,175420,145000,199700,369660,140972,161429,150000,131790,208333,453290,226190,150000,295230,451400,181640
10-10,305150,444670,186670,244050,194999,289830,140000,275862,149460,126666,240280,135000,167780,125000,333970,140000,757810,220000,304550,107500,500000,275000,344740,242646,519140,286231,0,205150,178871,250000,140360,384570,736841,173134,371740,675000,431250,618500,502500,172860,142500,218180,351250,144321,154999,130000,123750,234999,426980,229999,121429,282680,457970,179921
11-10,296480,434420,137500,208930,180000,281400,125000,289843,146020,125000,271880,130000,164000,113640,302450,129000,861610,134999,251790,108890,750000,244000,334620,277272,541220,269805,0,199340,181383,283450,138340,385490,766304,163283,358750,696000,416670,575000,535000,170910,190000,213260,349380,141923,155999,136670,121600,202083,453610,241304,125000,281780,439790,174770
12-10,304770,412210,173330,230000,182000,287080,150000,298809,145280,118332,248440,125000,158000,113750,328140,143080,753680,206250,220830,117500,450000,235000,350000,247499,499810,271875,0,205220,177159,279900,134760,375790,721036,162500,377550,699500,453850,548000,512500,176870,163330,204290,344680,140361,159166,136670,131510,177777,441570,233928,138571,278360,428840,178238
1-11,279220,363750,160000,180000,163333,257930,225000,279545,136020,190000,244790,127000,147140,107500,305570,146150,657890,193333,225000,100620,625000,251850,313890,236538,511590,262778,0,197550,169838,279000,138040,370100,632936,166129,342450,575000,362500,524000,425000,152140,145000,192170,338090,132962,175714,140000,113330,153749,411760,223809,128571,268940,386390,173720
2-11,271370,392660,200000,190000,153333,267270,216666,248999,141360,85000,238890,125000,154000,123330,286100,149230,632580,174999,200000,117270,562500,231000,354760,228124,496540,268852,0,203640,167633,285000,131470,367770,645454,163210,328750,591500,380000,520000,452000,162110,140000,191780,315340,131428,137777,83330,120340,192499,389650,231999,122500,266830,379250,174041
3-11,286550,420420,170000,222370,170000,273350,140000,278333,138120,110000,250000,127500,137270,94170,282170,133530,826700,216666,192500,115290,1125000,255900,332610,211363,523610,254268,0,201520,167457,247500,130690,383620,764535,155698,362700,666950,436360,550250,465000,154810,107500,193480,325910,135483,135262,125000,121950,151428,443920,221153,150833,272600,418980,172730
4-11,294140,390960,130000,217040,157142,286320,125000,278124,130200,125000,225000,126750,136150,98330,290600,135380,726060,225000,225000,103890,474999,255000,306820,208333,530140,270482,0,199230,168378,261000,128900,378230,721311,163222,390180,700000,400000,578000,460000,153330,120000,189120,332650,134090,157999,110000,111600,171111,448440,241071,137777,277300,421770,169460
5-11,292850,415830,171250,222620,147500,283950,160000,262000,136850,122000,250000,135000,137690,105560,271540,116670,807140,180000,281250,111850,541667,250000,377270,252941,544700,255488,0,200000,166243,275000,127380,382300,701922,162375,381450,800000,428950,599950,436250,151110,100000,191850,353750,136785,146363,117500,117960,181429,425000,236666,131111,276680,440330,172110
6-11,296410,415300,152500,221050,198332,299360,208333,295454,135490,100000,243750,140000,154000,85620,301300,122000,843080,208333,181430,114210,450000,285000,350000,226562,534680,267134,0,202910,165329,249000,129570,377550,742646,165000,364750,735000,428570,623000,537500,156840,140000,189790,327430,137634,154545,87500,121520,166000,443290,236538,142727,276230,454370,172800
7-11,297660,420150,170000,196430,150000,292620,173333,265150,137100,142500,233000,139950,114280,118890,317060,92500,761030,180000,214280,113080,583333,250000,334780,222368,551510,265200,0,200910,168090,242500,133950,375330,739753,161810,355620,729900,415620,607000,470000,154700,143330,190560,333490,130220,142000,131430,114230,177500,421880,235580,141538,279280,432080,171670
8-11,297060,407420,145000,201320,163750,294060,110000,277680,141500,96428,223860,133950,130000,123640,312900,128750,806550,196666,201920,126670,500000,252000,354760,210000,508910,264690,0,202060,166680,239900,135030,369390,698629,159320,352310,742000,421430,595000,490000,162920,116670,197880,339200,140540,148000,123330,124680,161110,424400,233040,124000,275100,430350,173670
9-11,288700,390440,130000,197690,161429,282000,190000,238750,139030,154999,250000,131000,141670,120000,330610,125380,786580,170000,220000,120000,350000,280000,331820,225000,500000,263020,0,199890,164120,272500,130820,364180,654850,165970,369770,640000,356520,569100,500000,167920,113330,188790,355670,133910,149000,131250,122940,152000,415220,235420,125000,273660,413160,170650
10-11,277450,391710,147140,186150,180000,275710,163333,256580,140100,95000,228950,134000,138180,96500,307970,132500,781250,220000,260710,121430,374999,266000,330430,214285,484390,255900,0,195760,163160,268000,132210,357380,739918,156710,364540,672000,328570,549000,467500,146500,150000,191050,322600,133290,146470,112500,123080,175000,399160,202080,107500,266650,398100,171000
11-11,279910,396990,190000,207950,148571,279330,250000,241670,141470,120000,223440,134320,152860,128750,291260,103330,736410,150000,190000,117000,362499,270000,339470,235416,487610,258930,0,200080,164700,245000,135280,356410,696917,154730,354170,735000,356250,560000,415000,154000,123330,190770,321290,136580,148235,105000,126670,157500,410530,206900,134545,269440,404270,173150
12-11,288950,383430,142220,198750,161429,275180,154999,266410,136740,120000,227630,134950,131670,114170,306950,106000,693880,200000,204170,106110,357142,275000,344830,226249,484630,253460,0,203650,161840,259200,128450,359930,656609,159260,366670,595000,416670,535000,475000,148570,131250,190200,325260,135630,144444,132000,127660,156670,391060,228260,125714,265830,389290,172430
1-12,271490,340600,135000,194000,156249,258430,140000,250000,128200,200000,220000,130000,140000,118570,290900,113750,694440,160000,190000,112000,500000,280000,344740,205263,483510,259560,0,196050,161080,260000,129920,350680,649999,160000,363640,578500,355770,495000,422500,151670,123330,184440,326920,134580,137856,110000,116670,147140,386870,195550,115999,256000,361280,169280
2-12,268810,360670,176670,177860,170000,252150,120000,242570,139280,113333,232950,120650,144000,103640,272690,103330,732140,206250,190000,119280,541667,265000,348000,205263,485380,251450,0,200730,163530,255500,132500,362470,665492,161040,354350,582500,345000,530000,499950,141900,123330,179020,324710,129863,134666,85000,119330,165000,392350,197500,122000,264430,374430,172600
3-12,295630,372220,118750,200000,154285,283010,146666,277270,134690,95000,223330,132380,139090,110000,272920,125000,672620,136666,225000,115290,500000,314900,351470,240475,485300,267470,0,211350,166760,232350,131640,363710,701171,158480,380140,677900,429410,575250,482160,148420,110000,194310,317650,134650,146315,108000,122630,165000,417020,213040,130714,276270,412220,179500
4-12,312500,412590,183330,197620,133749,317140,134999,257410,140100,154999,240280,146000,152940,113330,286800,137500,783850,173333,209090,120000,525000,280000,363890,188000,513950,276150,0,213950,168820,287450,132030,369910,782738,164730,360670,745000,390380,636000,475000,164540,103330,191220,343750,138650,148333,160000,131360,160000,427320,238890,128888,289700,453330,181770
5-12,316460,430340,160000,211290,170000,345180,153333,277270,141580,98749,229810,137500,143330,128000,282930,124290,791670,150000,254540,119410,625000,295000,343750,223863,538340,275000,0,213240,169230,275000,134660,379800,785714,163040,382470,775000,517540,643500,500000,161480,152500,192980,342520,137860,143182,124000,127020,160000,424630,228850,122857,289280,472820,180530
6-12,320990,459760,146670,221050,152999,341100,160000,252840,150000,162000,251140,144450,136870,116870,315390,128890,823980,208333,257140,107730,483333,289000,357410,267045,567910,287630,0,219850,172520,261900,138110,388100,813559,163870,387500,825000,522440,695000,495000,177500,120000,208020,359570,139520,152857,140000,129070,157780,429520,246870,140000,298100,496010,186800
7-12,334220,473600,200000,215740,191249,364020,180000,280830,149060,130000,229690,141500,141000,135450,334190,118330,845980,154999,235000,133330,450000,280750,419230,232352,551160,291670,0,223740,176500,272000,145710,392380,787791,168170,423530,801500,530610,690000,575000,161430,132500,196110,352780,143100,154999,95000,120000,186670,425480,255560,135555,309390,503190,191130
8-12,343800,466760,175000,226090,166666,334080,180000,268380,151110,160000,218750,155000,153330,125560,344770,127500,806450,225000,206250,123330,593750,317500,385710,231481,567710,288030,0,227740,184000,335000,143470,389540,759615,168120,386180,777500,533330,666750,540000,165480,127270,202240,385610,147850,147647,89170,133560,204690,437880,264580,141818,314870,488670,192940
9-12,344760,454170,196670,207140,154999,352260,170000,279170,159130,163333,223610,150000,156670,146670,373020,120000,769230,266666,211360,138570,350000,330000,381670,233333,561830,308590,0,228900,180830,311000,150090,404880,719339,179780,424390,779000,415380,650000,560000,166670,140000,196980,368590,151500,161538,127500,137060,155710,432790,238890,116249,318470,481510,198270
10-12,340910,460670,192000,210940,171111,330370,237499,276350,151850,120000,243270,155000,151430,111430,364810,140000,806370,216666,262500,123000,416667,315000,426190,237962,558680,300440,0,230730,189800,280000,148480,395470,877155,179570,395140,819000,535710,688000,499500,176670,180000,220560,374640,151360,156363,116670,143610,168000,416350,245000,144444,318660,510740,198100
11-12,345560,467840,186670,223860,180000,346370,150000,282260,148240,160000,238040,150000,139230,142500,337080,113330,837840,145000,223080,142000,325000,323100,378200,233333,565020,306590,0,239610,194700,365000,152000,403990,840277,177660,391560,755000,509380,679000,512500,168420,137500,225400,380800,155760,145555,125710,139260,194000,453760,232350,149000,327840,511650,207300
12-12,365840,463010,177500,236460,156249,360110,180000,292420,157620,180000,216670,161150,146000,127500,367400,144290,796880,160000,246430,136920,462499,346500,360340,258823,582930,300420,0,251520,195630,364480,158540,418290,864795,184320,414660,775000,588230,681000,530000,170740,133330,230830,396310,161610,154999,130000,144440,194280,446150,273860,153749,334460,513090,221710
